ID_Filial;Tipo;Servico;ID_Prestador;NF;Observacao;Valor;Solicitação;nr_Pedido;Status_Compra;Data_Solicitacao;Data_Entrega;Natureza da Solicitacao;Usuarios;Status_Solicitacao;
1;AQUISICAO;MATERIAIS;309770;94330;;31235,09;520;12255;;31/08/2022;09/09/2022;COMPRA;1851;APROVADA
1;AQUISICAO;MATERIAIS;324474;51818;;748,5;522;12256;;31/08/2022;09/09/2022;COMPRA;1851;APROVADA
1;AQUISICAO;MATERIAIS;309770;;;517;524;;;01/09/2022;;COMPRA;1851;APROVADA
1;AQUISICAO;MATERIAIS;353324;4543592;;23070,99;527;12283;;01/09/2022;12/09/2022;COMPRA;1851;APROVADA
1;AQUISICAO;PINTURA;1;660354;;2127,8;530;12294;;06/09/2022;12/09/2022;COMPRA;1852;APROVADA
1;AQUISICAO;MATERIAIS;353585;706;;2614,16;532;12350;;09/09/2022;19/09/2022;COMPRA;1852;APROVADA
1;AQUISICAO;MATERIAIS;11304;1431396;;14239,6;537;12379;;13/09/2022;19/09/2022;COMPRA;1852;APROVADA
1;AQUISICAO;ELETRICA;307665;177271;;382,02;540;12346;;14/09/2022;14/09/2022;COMPRA;1850;APROVADA
1;AQUISICAO;MATERIAIS;12407;5388;;463,23;541;12404;;14/09/2022;14/10/2022;COMPRA;1852;APROVADA
25;;;;3526994;;228,57;554;13238;;16/09/2022;24/11/2022;;1850;APROVADA
1;AQUISICAO;MATERIAIS;11224;5348;;2456,7;557;12403;;19/09/2022;20/09/2022;COMPRA;1850;APROVADA
1;AQUISICAO;MATERIAIS;353979;66854;;394,2;561;12449;;19/09/2022;30/09/2022;COMPRA;1852;APROVADA
1;AQUISICAO;MATERIAIS;11304;1431275;;217,35;568;12417;;20/09/2022;21/09/2022;COMPRA;1850;APROVADA
1;AQUISICAO;MATERIAIS;353011;268495;;34,7;569;12418;;20/09/2022;20/09/2022;COMPRA;1850;APROVADA
1;AQUISICAO;MATERIAIS;10408;11145408;;591,2;573;12428;;21/09/2022;23/09/2022;COMPRA;1850;APROVADA
1;;;;448308;;4607,47;576;12460;;21/09/2022;26/09/2022;;1850;APROVADA
1;;;;95244;;1050;581;12490;;21/09/2022;27/09/2022;;1851;APROVADA
1;;;;864503;;8312,53;582;12455;;22/09/2022;28/09/2022;;1853;APROVADA
1;;;;268668;;469;592;12452;;22/09/2022;26/09/2022;;1850;APROVADA
1;;;;523295;;586;593;12476;;22/09/2022;30/09/2022;;1850;APROVADA
1;;;;5699199;;4189,19;603;12804;;27/09/2022;21/10/2022;;1853;APROVADA
1;;;;130135;;20512,52;604;12589;;27/09/2022;05/10/2022;;1851;APROVADA
1;;;;9901;;544,6;605;12542;;27/09/2022;30/09/2022;;1851;APROVADA
1;;;;269895;;987;606;12521;;28/09/2022;30/09/2022;;1850;APROVADA
1;;;;3344;;1764,67;607;12719;;28/09/2022;17/10/2022;;1852;APROVADA
1;;;;449250;;1427,5;613;12531;;29/09/2022;29/09/2022;;1850;APROVADA
1;;;;;ATENCAO PROVIDENCIAR 3 ORCAMENTOS;1362,04;615;;;30/09/2022;;NAO TEM PEDIDO;1850;APROVADA
1;;;;595167;;212,24;626;12710;;05/10/2022;17/10/2022;;1852;APROVADA
19;;;;14548;ATENCAO COMPRAR SEGUINDO O LINK;2697,63;629;12750;;05/10/2022;18/10/2022;;1850;ATENDIDA
13;;;;;FAVOR SEGUIR OS LINKS ENVIADO POR EMAIL;4464,44;630;;;06/10/2022;;NAO TEM PEDIDO;1850;APROVADA
1;;;;40123;;5678,25;633;12763;;06/10/2022;19/10/2022;;1852;APROVADA
1;;;;451448;;1446,45;634;12642;;06/10/2022;11/10/2022;;1850;APROVADA
1;;;;4597386;SOLICITAMOS UMA ATENCAO A COMPRA DOS SACOS DE 100L. UM E REFORCADO E OUTRO NAO / O MODELO CORRETO DO MOP PO E O QUE TEM UM LADO MEIO ABERTO COM FITA / DUVIDA NA COMPRA DE QUALQUER PRODUTO FAVOR FALAR COMIGO;23546,95;635;12732;;06/10/2022;21/10/2022;;1851;APROVADA
1;;;;;;76,5;638;;;07/10/2022;;NAO TEM PEDIDO;1850;APROVADA
1;;;;12653;;294;642;12727;;10/10/2022;20/10/2022;;1852;APROVADA
1;;;;1448641;;1496;649;12713;;13/10/2022;17/10/2022;;1850;APROVADA
1;;;;452488;;1482,5;652;12705;;13/10/2022;14/10/2022;;1850;APROVADA
1;;;;142499;;2300,74;653;12712;;13/10/2022;19/10/2022;;1852;APROVADA
1;;;;42242;;356;654;12720;;14/10/2022;14/10/2022;;1852;APROVADA
25;;;;;;414,53;656;;;14/10/2022;;NAO TEM PEDIDO;1850;APROVADA
1;;;;142467;;3378,51;657;12747;;14/10/2022;20/10/2022;;1850;APROVADA
1;;;;1755;;2600;658;12752;;14/10/2022;24/10/2022;;1850;APROVADA
19;;;;413196;;478;659;12779;;14/10/2022;20/10/2022;;1850;APROVADA
11;;;;;;805,5;662;;;17/10/2022;;NAO TEM PEDIDO;1850;APROVADA
1;;;;50131;;190;664;12796;;18/10/2022;24/10/2022;;1852;APROVADA
1;;;;;;906,43;666;12778;;18/10/2022;20/10/2022;;1850;APROVADA
25;;;;15465;MATERIAL JA SE ENCONTRA NA LOJA;343,76;667;12786;;18/10/2022;19/10/2022;;1850;APROVADA
1;;;;45265;;179,8;668;12800;;18/10/2022;20/10/2022;;1852;APROVADA
1;;;;42520;;3369,5;673;12811;;20/10/2022;21/10/2022;;1852;APROVADA
1;;;;1448792;MATERIAL COMPRADO NF 1448792;127,6;679;12812;;21/10/2022;21/10/2022;;1850;APROVADA
607;;;;;;1249;684;;;24/10/2022;;NAO TEM PEDIDO;1850;APROVADA
1;;;;455974;COMPRAR NA COR BRANCA;49,5;685;12896;;24/10/2022;29/10/2022;;1850;APROVADA
1;;;;455974;;1334,42;686;12896;;24/10/2022;29/10/2022;;1852;APROVADA
10;;;;;VIDRO JA SE ENCONTRA EM PRODUCAO;854;687;;;24/10/2022;;NAO TEM PEDIDO;1850;APROVADA
1;;;;429396;;1130;688;12891;;24/10/2022;28/10/2022;NAO TEM PEDIDO;1851;APROVADA
13;;;;;PRODUTO JA SOLICITADO COM MAO DE OBRA;549,01;690;;;24/10/2022;;NAO TEM PEDIDO;1850;APROVADA
1;;;;872077;;9836,69;692;12862;;26/10/2022;26/10/2022;;1852;APROVADA
1;;;;1760;COMPRADO NF 1760;894;693;12861;;26/10/2022;26/10/2022;;1850;APROVADA
1;;;;5371;;1407,32;694;12863;;26/10/2022;26/10/2022;;1853;APROVADA
1;;;;6371;;258;696;13048;;26/10/2022;09/11/2022;;1850;APROVADA
1;;;;7898;;2080;702;12879;;27/10/2022;27/10/2022;;1850;APROVADA
605;;;;;;1980,56;705;;;27/10/2022;;NAO TEM PEDIDO;1850;APROVADA
607;;;;;;727,27;708;;;27/10/2022;;NAO TEM PEDIDO;1850;APROVADA
1;;;;42671;;690;709;12897;;28/10/2022;28/10/2022;;1852;APROVADA
1;;;;431151;;10755,6;710;13044;;28/10/2022;09/11/2022;;1851;APROVADA
1;;;;1759;;15736;711;12948;;28/10/2022;18/11/2022;;1852;APROVADA
1;;;;41257;;175,1;715;12920;;31/10/2022;01/11/2022;;1852;APROVADA
23;;;;;;1105;725;;;01/11/2022;;NAO TEM PEDIDO;1850;APROVADA
13;;;;14827;;2697,63;726;13104;;01/11/2022;14/11/2022;;1850;APROVADA
11;;;;14826;MODELO VAP 20S SEM TABUA;2697,63;727;13094;;01/11/2022;14/11/2022;;1850;APROVADA
1;;;;4652339;;17627,76;730;13239;;03/11/2022;28/11/2022;;1851;APROVADA
1;;;;1776;;3620;732;13040;;03/11/2022;09/11/2022;;1850;APROVADA
1;;;;104;;3094,16;736;12977;;04/11/2022;07/11/2022;;1852;APROVADA
1;;;;458349;;4665,84;751;13027;;07/11/2022;11/11/2022;;1852;APROVADA
1;;;;5681;;2430;756;13168;;08/11/2022;17/11/2022;;1850;APROVADA
1;;;;63622;;1541,14;757;13146;;08/11/2022;21/11/2022;;1850;APROVADA
2;;;;127;LINKS POR EMAIL;653,9;759;13153;;08/11/2022;18/11/2022;;1850;APROVADA
1;;;;1460127;EMAIL;2457,25;763;13039;;08/11/2022;11/11/2022;;1850;APROVADA
18;;;;;NF 328 MATERIAL JA INSTALADO;206,4;764;;;09/11/2022;;NAO TEM PEDIDO;1850;APROVADA
1;;;;110976;;3932,78;765;13150;;09/11/2022;21/11/2022;;1852;APROVADA
1;;;;286;;2940;766;13045;;09/11/2022;09/11/2022;;1850;APROVADA
14;;;;285;;980;768;13047;;09/11/2022;09/11/2022;;1850;APROVADA
1;;;;1458980;NF 001458980 - MATERIAL JA RECEBIDO;300,56;769;13113;;09/11/2022;14/11/2022;;1852;APROVADA
1;;;;56813;NF 000.056.813 - PRODUTO RETIRADO NA LOJA E JA ENTREGUE.;794;770;13058;;09/11/2022;10/11/2022;;1852;APROVADA
1;;;;459359;;5399,6;771;13145;;09/11/2022;17/11/2022;;1852;APROVADA
1;;;;;;394;773;13243;;10/11/2022;25/11/2022;;1850;APROVADA
1;;;;507;;8204;774;13258;;10/11/2022;13/12/2022;;1852;APROVADA
1;;;;42867;;301;775;13070;;10/11/2022;10/11/2022;;1852;APROVADA
22;;;;37431;;1185;786;13140;;16/11/2022;16/11/2022;;1850;APROVADA
18;;;;1466220;ATENCAO COMPRAR SEGUINDO O MODELO ENVIADO POR EMAIL EXTREMA URGENCIA;351,86;787;13209;;16/11/2022;23/11/2022;;1850;APROVADA
10;;;;15757;FAVOR SEGUIR MODELOS ENVIADO POR EMAIL O PURIFICADOR EU ESTOU DANDO ANDAMENTO;2486,48;788;13202;;16/11/2022;22/11/2022;;1850;APROVADA
8;;;;441823;LINK ENVIADO POR EMAIL;219,9;791;13186;;17/11/2022;21/11/2022;;1850;APROVADA
1;;;;276872;LINK COM O MODELO POR EMAIL;1758,97;792;13461;;17/11/2022;26/12/2022;;1850;APROVADA
1;;;;35272;;8894,4;793;13169;;17/11/2022;17/11/2022;;1850;APROVADA
8;;;;510;;58;794;13717;;17/11/2022;17/01/2023;;1850;APROVADA
1;;;;878484;;1806,15;795;13187;;17/11/2022;21/11/2022;;1850;APROVADA
1;;;;1779;;460;796;13178;;18/11/2022;18/11/2022;;1850;APROVADA
1;;;;225191;EXTREMA URGENCIA AR CONDICIONADO DESLIGADO;2830,24;801;13266;;21/11/2022;30/11/2022;;1850;APROVADA
607;;;;;FAVOR SEGUIR MODELO ENVIADO NO EMAIL;778,9;802;;;21/11/2022;;NAO TEM PEDIDO;1850;APROVADA
5;;;;24533;NF 24388 MATERIAL JA ADQUIRIDO;3732,25;805;13215;;21/11/2022;22/11/2022;;1850;APROVADA
1;;;;3113;NF 3113 AGUA RECEBIDA;1600;806;13217;;21/11/2022;22/11/2022;;1850;APROVADA
1;;;;191961;;2563,48;809;13382;;22/11/2022;12/12/2022;;1850;APROVADA
1;;;;;;6907,78;814;;;23/11/2022;;NAO TEM PEDIDO;1850;APROVADA
402;;;;;NF687 MATERIAL JA FOI RECEBIDO E INSTALADO;3153;815;;;23/11/2022;;NAO TEM PEDIDO;1850;APROVADA
1;;;;316;MODELO ENVIADO POR EMAIL;431,4;816;13343;;24/11/2022;07/12/2022;;1850;APROVADA
1;;;;43104;NF43104 MATERIAL JA FOI ENTREGUE NA OBRA;849;818;13257;;24/11/2022;29/11/2022;;1850;APROVADA
1;;;;3183;DANFE NF 3183 MATERIAL AGUARDANDO A ENTREGA;26244,1;819;13256;;24/11/2022;29/11/2022;;1850;APROVADA
1;;;;5417;DANFE NF 5417 MATERIAL JA FOI ENTREGUE NA OBRA DO GALPAO;2190,53;820;13254;;25/11/2022;29/11/2022;;1850;APROVADA
1;;;;884736;DANFE NF 5418 O MATERIAL JA FOI ENTREGUE;2325,08;821;13350;;25/11/2022;12/12/2022;;1850;APROVADA
10;;;;15810; DANFE NF 15810 O MATERIAL JA FOI ENTREGUE NA LOJA;100;823;13253;;25/11/2022;29/11/2022;;1850;APROVADA
13;;;;289;NF 289 MATERIAL JA FOI ENTREGUE NA LOJA;5160;825;13277;;30/11/2022;30/11/2022;;1850;APROVADA
1;;;;43291;;4068,15;828;13357;;30/11/2022;08/12/2022;;1852;APROVADA
1;;;;65467;;6503,55;829;13361;;30/11/2022;08/12/2022;;1851;APROVADA
1;;;;1588396;SEGUE ESPECIFICACOES POR EMAIL;3813,55;831;14453;;30/11/2022;29/03/2023;;1850;APROVADA
1;;;;36421;;94,98;834;13392;;30/11/2022;13/12/2022;;1850;APROVADA
1;;;;719787;SOLICITAR APENAS O ORCAMENTO PARA MANDARMOS PARA  A  APROVACAO;1192;835;13367;;30/11/2022;12/12/2022;;1850;APROVADA
1;;;;211;;61,6;839;13395;;02/12/2022;13/12/2022;;1850;APROVADA
29;;;;364904;;7539,1;841;13561;;02/12/2022;02/01/2023;;1852;APROVADA
28;;;;;;21032,46;844;;;02/12/2022;;NAO TEM PEDIDO;1852;APROVADA
1;;;;257522;;184,02;846;13499;;06/12/2022;20/12/2022;;1850;APROVADA
18;;;;1474371;FAVOR SEGUIR O MEDELO ENVIADO POR EMAIL;1197,7;847;13349;;06/12/2022;08/12/2022;;1850;APROVADA
1;;;;265003;;8971,66;848;13364;;06/12/2022;13/12/2022;;1851;APROVADA
1;;;;4677361;;9925,81;849;13376;;06/12/2022;16/12/2022;;1851;APROVADA
28;;;;885519;;2812,8;850;13393;;06/12/2022;13/12/2022;;1852;APROVADA
1;;;;127184;NF127184 O MATERIAL JA FOI ENTREGUE NA OBRA DA CIDADE MATARAZZO;6215,23;856;13370;;08/12/2022;12/12/2022;;1850;APROVADA
13;;;;34062;MODELO ENVIADO POR EMAIL;515,19;861;13536;;08/12/2022;21/12/2022;;1850;APROVADA
605;;;;;LINK COM O MODELO ENVIADO POR EMAIL;315;862;;;08/12/2022;;NAO TEM PEDIDO;1850;APROVADA
1;;;;3149;NF 3149 JA ENTREGUE EM NOSSA FABRICA;1100;863;13454;;12/12/2022;15/12/2022;;1850;APROVADA
28;;;;887801;;231,98;864;13463;;12/12/2022;20/12/2022;;1852;APROVADA
28;;;;1481259;;5557,72;865;13465;;12/12/2022;19/12/2022;;1852;APROVADA
28;;;;1481693;;5370,18;866;13466;;13/12/2022;19/12/2022;;1852;APROVADA
28;;;;466295;;2410,12;869;13447;;13/12/2022;16/12/2022;;1852;APROVADA
28;;;;1098653;;8869,83;873;13542;;13/12/2022;27/12/2022;;1852;APROVADA
28;;;;;;9647,94;874;13542;;13/12/2022;27/12/2022;;1852;APROVADA
8;;;;413;DANFE NF 413 O MATERIAL JA FOI ENTREGUE;960;879;13438;;14/12/2022;15/12/2022;;1850;APROVADA
402;;;;696;DANFE NF 696 O MATERIAL JA FOI ENTREGUE;275,4;881;13446;;15/12/2022;15/12/2022;;1850;APROVADA
1;;;;50654;DANFE NF 50654 O MATERIAL JA FOI ENTREGUE;5849,6;882;13449;;15/12/2022;15/12/2022;;1850;APROVADA
1;;;;39558;DANFE NF 39558 O MATERIAL JA FOI ENTREGUE;4200;884;13450;;15/12/2022;15/12/2022;;1850;APROVADA
1;;;;4336;;8929,92;886;13538;;16/12/2022;28/12/2022;;1853;APROVADA
9;;;;1605;NF 1605 MATERIAL JA SE ENCONTRA EM NOSSA LOJA;744;888;13482;;19/12/2022;19/12/2022;;1850;APROVADA
605;;;;;FAVOR PROVIDENCIAR A COMPRA DO MODELO PADRAO;315;890;;;19/12/2022;;NAO TEM PEDIDO;1850;APROVADA
9;;;;;NF 508 MATERIAL JA INSTALADO EM NOSSA LOJA;3350,1;891;;;19/12/2022;;NAO TEM PEDIDO;1850;APROVADA
1;;;;4564;DANFE NF 4564 O MATERIAL JA FOI ENTREGUE;222,67;894;13532;;20/12/2022;21/12/2022;;1850;APROVADA
13;;;;277644;MODELO ENVIADO POR EMAIL;100,9;895;13584;;21/12/2022;02/01/2023;;1850;APROVADA
18;;;;1487918;DATALES DO MODELO ENVIADO NO EMAIL;499;896;13546;;21/12/2022;26/12/2022;;1850;APROVADA
28;;;;5467;DANFE NF 5467 O MATERIAL JA FOI ENTREGUE;3428,93;900;13565;;21/12/2022;27/12/2022;;1850;APROVADA
28;;;;467746;;1274;901;13545;;21/12/2022;23/12/2022;;1852;APROVADA
1;;;;434594;MODELO ENVIADO NO EMAIL;520;902;13562;;26/12/2022;28/12/2022;;1850;APROVADA
1;;;;227529;EFETUAR A COMPRA DE 3 BOTIJAS DE 11KG ENVIADO POR EMAIL;1937,43;903;13556;;26/12/2022;29/12/2022;;1850;APROVADA
1;;;;816;DANFE NF 816 O MATERIAL JA FOI ENTREGUE;159,5;904;13549;;26/12/2022;26/12/2022;;1850;APROVADA
1;;;;442220;;2897,05;905;13578;;26/12/2022;28/12/2022;;1851;APROVADA
8;;;;2073535;MODELO APROVADO PELO GERENTE ENVIADO NO EMAIL;829,86;906;13598;;25/12/2022;03/01/2023;;1850;APROVADA
1;;;;265791;;2473,53;907;13570;;26/12/2022;02/01/2023;;1851;APROVADA
9;;;;2073602;MODELO APROVADO PELO GERNTE ENVIADO POR EMAIL;829,86;908;13595;;24/12/2022;03/01/2023;;1850;APROVADA
28;;;;;;2863,5;909;;;26/12/2022;;NAO TEM PEDIDO;1852;APROVADA
23;;;;724075;OBSERVACOES ENVIADO POR EMAIL;315;910;13596;;27/12/2022;03/01/2023;;1850;APROVADA
1;;;;15677;;111,35;911;13591;;27/12/2022;03/01/2023;;1853;APROVADA
